train_idx,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
2133,717995958,47,F,3,Unknown,Married,Unknown,Blue,38,5,1,4,1634.0,1463,171.0,0.873,4397,72,0.565,0.895,1
2134,719368533,41,F,2,Doctorate,Married,Unknown,Silver,28,1,3,3,32250.0,1289,30961.0,0.703,15785,100,0.786,0.04,1
2135,713943783,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,18001.0,906,17095.0,0.62,1194,25,0.471,0.05,1
2136,710288883,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749.0,1654,7095.0,0.695,5054,73,0.553,0.189,1
2137,772758783,43,M,1,Unknown,Married,$80K - $120K,Blue,33,5,1,5,21165.0,735,20430.0,0.624,3343,60,0.667,0.035,1
2138,713769258,36,M,3,College,Married,$120K +,Blue,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055,1
2139,715168008,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4,2,3,8995.0,1547,7448.0,0.923,2398,61,0.794,0.172,1
2140,807137808,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576.0,0,17576.0,0.667,3494,67,0.718,0.0,1
2141,715905633,45,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,3,6022.0,1433,4589.0,0.955,3433,68,0.943,0.238,1
2142,826467333,57,M,1,High School,Single,$80K - $120K,Blue,53,4,1,3,7976.0,585,7391.0,0.925,4082,74,0.682,0.073,1
2143,714417183,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511.0,2220,7291.0,0.712,7041,95,0.532,0.233,1
2144,773288958,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,7475.0,1473,6002.0,0.775,1592,30,0.429,0.197,1
2145,719139558,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567,1098.0,0.586,2514,64,0.455,0.588,1
2146,802247658,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897,0
2147,708669408,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0,20401.0,0.723,4637,75,0.562,0.0,1
2148,719309958,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,0,20865.0,0.881,837,25,0.667,0.0,0
2149,721491258,53,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641,1
2150,711364233,41,M,4,Unknown,Married,$60K - $80K,Platinum,26,1,1,2,34516.0,1559,32957.0,0.759,8888,104,0.763,0.045,1
2151,709329558,49,F,4,High School,Single,Less than $40K,Gold,34,4,3,2,15569.0,1554,14015.0,0.436,4566,73,0.78,0.1,1
2152,709009833,54,M,3,Graduate,Married,$40K - $60K,Blue,44,3,3,3,1655.0,0,1655.0,0.766,4621,67,0.675,0.0,1
2153,712984983,43,F,2,Unknown,Married,Less than $40K,Blue,30,1,3,2,2248.0,1853,395.0,0.666,7739,101,0.906,0.824,1
2154,714917583,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1,2,10074.0,1079,8995.0,0.813,3338,65,0.711,0.107,1
2155,771556308,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517.0,1195,2322.0,0.556,2255,48,0.5,0.34,1
2156,802884933,61,M,1,Graduate,Married,$60K - $80K,Blue,55,6,2,3,3264.0,1348,1916.0,0.756,1665,32,0.524,0.413,1
2157,734909358,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,6548.0,1244,5304.0,0.667,4354,79,0.927,0.19,1
2158,813453408,40,F,5,College,Married,Less than $40K,Blue,35,3,1,3,2448.0,1693,755.0,0.502,1269,30,0.875,0.692,1
2159,716891583,41,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,0,1867.0,970,897.0,0.828,4537,60,1.0,0.52,1
2160,716694108,42,M,4,Uneducated,Married,$120K +,Blue,34,2,3,3,5195.0,468,4727.0,0.567,2682,48,0.231,0.09,0
2161,709451508,63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766.0,0,12766.0,0.668,1191,28,0.647,0.0,1
2162,712866933,51,M,2,Graduate,Married,$60K - $80K,Blue,32,6,3,4,10824.0,0,10824.0,0.962,3700,73,0.738,0.0,1
2163,709757583,35,M,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475,1
2164,719955558,32,M,0,Unknown,Married,Less than $40K,Silver,24,2,2,3,11511.0,0,11511.0,0.867,14436,123,0.64,0.0,1
2165,820666083,41,M,2,Graduate,Single,$120K +,Blue,37,5,3,4,27742.0,2517,25225.0,0.835,8646,85,0.977,0.091,0
2166,713037333,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430.0,0,21430.0,0.511,3561,57,0.676,0.0,1
2167,719568333,39,M,3,Unknown,Single,$80K - $120K,Silver,36,5,3,2,34516.0,1900,32616.0,1.002,1668,36,0.714,0.055,1
2168,716578158,39,F,1,Unknown,Married,Less than $40K,Blue,29,6,2,5,2722.0,1592,1130.0,1.319,3205,49,0.633,0.585,1
2169,789392883,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,29,4,1,0,1878.0,1247,631.0,0.67,4650,71,0.614,0.664,1
2170,721486908,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645.0,2076,5569.0,0.759,7710,75,0.875,0.272,1
2171,712364283,54,F,2,Doctorate,Married,$40K - $60K,Blue,43,5,3,2,2222.0,1398,824.0,0.785,3960,79,0.756,0.629,1
2172,713767383,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807,1
2173,718834233,38,F,2,College,Single,Less than $40K,Blue,21,4,1,2,6899.0,0,6899.0,0.771,3848,71,0.69,0.0,1
2174,794217108,43,M,2,College,Single,$120K +,Blue,37,6,3,1,14315.0,1348,12967.0,0.681,3694,67,0.718,0.094,1
2175,720522633,44,M,3,College,Married,$40K - $60K,Silver,36,2,1,2,16199.0,1533,14666.0,0.855,8150,106,0.631,0.095,1
2176,768661758,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5,2,1,26129.0,1752,24377.0,0.742,4919,75,0.744,0.067,1
2177,717822108,60,F,0,Uneducated,Single,Less than $40K,Blue,48,3,2,3,3302.0,2517,785.0,0.785,4613,85,0.932,0.762,1
2178,715750758,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,1
2179,714384783,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468.0,0,2468.0,0.5,2017,37,0.762,0.0,0
2180,718489608,50,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,2433.0,1948,485.0,0.752,4668,69,0.643,0.801,1
2181,780180033,31,F,0,Graduate,Married,Less than $40K,Blue,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0,1
2182,708724908,47,F,2,High School,Single,Less than $40K,Blue,35,4,2,3,2262.0,0,2262.0,0.806,4113,83,0.627,0.0,1
2183,720270633,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,0
2184,716619558,38,F,0,High School,Single,Less than $40K,Silver,36,4,3,2,13747.0,1941,11806.0,0.748,16401,119,0.608,0.141,1
2185,714832383,35,M,0,High School,Single,$80K - $120K,Gold,29,6,2,3,34516.0,1965,32551.0,1.044,2949,70,1.0,0.057,1
2186,716111808,57,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679.0,2011,668.0,0.466,1723,28,0.75,0.751,1
2187,712138983,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947.0,2216,731.0,0.76,1744,53,0.606,0.752,1
2188,712690458,38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,1,2,3629.0,1891,1738.0,0.917,15982,113,0.687,0.521,1
2189,719855958,41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475.0,0,4475.0,0.706,3367,66,0.737,0.0,1
2190,711064008,48,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,2,9505.0,2390,7115.0,0.727,3616,68,0.619,0.251,1
2191,720921408,46,F,2,College,Single,Less than $40K,Blue,36,6,1,4,1996.0,1544,452.0,0.919,3760,69,0.683,0.774,1
2192,720414558,56,F,2,Unknown,Married,Less than $40K,Blue,36,6,2,1,1971.0,922,1049.0,0.762,4827,84,0.867,0.468,1
2193,712801758,37,F,1,Graduate,Single,$40K - $60K,Blue,27,6,1,2,2673.0,2517,156.0,0.714,3052,63,0.75,0.942,1
2194,717229158,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1628.0,969,659.0,0.999,1893,15,2.75,0.595,1
2195,779773533,50,F,3,Unknown,Married,Less than $40K,Blue,34,6,1,3,7623.0,2517,5106.0,1.007,1367,29,1.071,0.33,1
2196,720593583,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32,1,2,2,3554.0,747,2807.0,0.621,5152,90,0.765,0.21,1
2197,708360108,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800.0,1338,1462.0,0.818,4869,90,0.8,0.478,1
2198,709665783,39,F,1,Unknown,Married,$40K - $60K,Blue,36,3,1,1,1637.0,0,1637.0,0.889,4800,70,0.795,0.0,1
2199,721350783,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,1
2200,717052158,39,M,3,High School,Single,$60K - $80K,Blue,32,3,2,2,21718.0,2386,19332.0,0.743,3492,66,0.692,0.11,1
2201,713346558,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784.0,891,5893.0,1.047,1900,28,0.556,0.131,1
2202,804583833,56,F,2,High School,Married,Unknown,Blue,51,4,1,3,1796.0,1243,553.0,0.768,4316,87,0.891,0.692,1
2203,789827208,41,F,5,Graduate,Married,Less than $40K,Blue,31,2,3,1,7531.0,1692,5839.0,0.771,7768,92,0.878,0.225,1
2204,711569433,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,1
2205,821296083,34,F,1,College,Married,Less than $40K,Blue,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386,1
2206,763895958,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474.0,0,7474.0,0.858,732,21,0.615,0.0,0
2207,818729208,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,3,3,8185.0,941,7244.0,0.874,4525,77,0.604,0.115,1
2208,713975433,32,F,0,High School,Divorced,Less than $40K,Blue,25,2,3,0,8851.0,1753,7098.0,0.627,14783,110,0.864,0.198,1
2209,710758683,61,F,1,Graduate,Unknown,$40K - $60K,Silver,48,2,3,3,15698.0,2000,13698.0,0.749,12980,82,0.64,0.127,1
2210,719392833,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0,1613,787.0,0.629,1311,34,0.417,0.672,1
2211,789530208,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92,1
2212,709373883,37,F,5,Unknown,Married,$40K - $60K,Silver,36,1,1,2,19055.0,2517,16538.0,0.915,15091,124,0.676,0.132,1
2213,779536233,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1,1,1438.3,601,837.3,1.0,4669,83,0.729,0.418,1
2214,816890883,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695.0,1257,20438.0,0.793,2266,74,0.48,0.058,1
2215,712673283,36,F,4,Unknown,Single,Less than $40K,Blue,26,3,2,3,1438.3,0,1438.3,0.827,4886,85,0.771,0.0,1
2216,708923658,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,2,2,7234.0,1420,5814.0,0.539,4466,92,0.736,0.196,1
2217,712168833,52,F,1,High School,Married,Less than $40K,Blue,36,6,3,3,2133.0,1469,664.0,0.831,1426,37,0.682,0.689,1
2218,714829683,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851.0,1101,9750.0,0.702,3688,65,0.757,0.101,1
2219,713880633,53,M,2,Unknown,Single,$60K - $80K,Blue,43,2,2,3,5905.0,0,5905.0,0.797,8883,83,0.729,0.0,0
2220,756409758,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203.0,2076,1127.0,0.543,1433,38,1.0,0.648,1
2221,716408058,56,F,2,Uneducated,Single,Unknown,Blue,36,5,3,4,2500.0,1298,1202.0,0.626,3673,72,0.565,0.519,1
2222,711000933,50,F,2,Graduate,Single,Unknown,Blue,41,5,2,4,4846.0,2490,2356.0,0.788,3724,61,0.605,0.514,1
2223,788930358,42,F,4,College,Single,$40K - $60K,Blue,28,2,2,2,2827.0,1896,931.0,0.739,3891,81,1.025,0.671,1
2224,778360608,42,F,1,College,Divorced,Less than $40K,Blue,22,5,3,2,2403.0,1105,1298.0,0.735,4186,77,0.711,0.46,1
2225,788898933,42,F,4,College,Married,Less than $40K,Blue,27,6,2,1,2043.0,0,2043.0,1.019,5198,77,0.711,0.0,1
2226,778905033,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3,1226,212.3,0.638,3889,60,0.818,0.852,1
2227,807589908,47,F,5,Unknown,Married,Less than $40K,Blue,42,1,2,1,1778.0,822,956.0,0.68,4189,80,0.667,0.462,1
2228,720064158,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,2,3,1438.3,0,1438.3,0.709,4323,70,0.667,0.0,1
2229,712753758,57,F,1,High School,Single,Less than $40K,Blue,41,4,4,3,2442.0,1699,743.0,0.639,4313,75,0.562,0.696,1
2230,713905608,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869.0,0,8869.0,0.721,3270,63,0.8,0.0,1
2231,712365483,51,M,1,Graduate,Single,$60K - $80K,Blue,43,5,2,4,9619.0,1731,7888.0,0.712,3690,76,0.52,0.18,1
2232,718297683,59,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4085.0,0,4085.0,0.787,7597,71,0.69,0.0,0
2233,771534408,52,F,2,College,Single,Less than $40K,Blue,40,4,3,3,2783.0,2379,404.0,0.912,3897,74,1.0,0.855,1
2234,771062733,44,F,2,Graduate,Single,Less than $40K,Blue,31,1,2,1,4291.0,1285,3006.0,0.846,15511,101,0.629,0.299,1
2235,767049258,44,M,4,High School,Single,$120K +,Blue,37,5,3,3,8396.0,1672,6724.0,0.602,1475,35,0.75,0.199,1
2236,718830183,46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,4,23996.0,2517,21479.0,0.488,1339,29,0.381,0.105,1
2237,755273658,52,F,2,Graduate,Married,Less than $40K,Blue,45,3,3,3,2548.0,1683,865.0,0.75,2055,54,0.636,0.661,1
2238,720009558,33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516.0,1540,32976.0,1.038,2574,72,0.756,0.045,1
2239,713263758,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312.0,1997,315.0,0.787,5085,78,0.773,0.864,1
2240,768638208,50,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,2,3386.0,2517,869.0,0.743,4890,65,0.667,0.743,1
2241,715404783,43,F,4,Graduate,Married,Less than $40K,Blue,35,3,3,0,6448.0,1464,4984.0,0.615,7546,88,0.63,0.227,1
2242,710526633,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048.0,1599,449.0,0.613,4855,88,0.872,0.781,1
2243,713828208,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,36,6,2,1,8311.0,0,8311.0,0.584,1895,57,0.425,0.0,1
2244,767348733,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,3,3,4058.0,793,3265.0,0.758,15865,105,0.667,0.195,1
2245,716655858,38,M,2,High School,Single,$80K - $120K,Blue,31,1,3,2,34516.0,0,34516.0,0.768,14036,99,0.768,0.0,1
2246,710773533,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435.0,1595,840.0,0.691,5268,88,0.66,0.655,1
2247,718320933,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919.0,2347,9572.0,0.842,8257,96,0.574,0.197,1
2248,708426483,56,F,2,Graduate,Single,Less than $40K,Blue,36,4,6,1,5816.0,716,5100.0,0.923,3534,73,1.147,0.123,1
2249,718799958,60,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,13312.0,1974,11338.0,0.898,14336,106,0.656,0.148,1
2250,717134058,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018.0,1131,3887.0,0.624,4028,81,0.8,0.225,1
2251,712075083,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982.0,0,6982.0,1.018,4830,50,0.724,0.0,0
2252,713464983,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,4,4947.0,1053,3894.0,1.195,3479,76,0.81,0.213,1
2253,715514133,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184.0,0,2184.0,0.671,1973,42,0.556,0.0,0
2254,712299858,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,1
2255,788848458,40,F,5,Unknown,Married,$40K - $60K,Blue,24,1,1,2,2803.0,1747,1056.0,0.954,5089,71,1.029,0.623,1
2256,824172258,34,F,2,Unknown,Divorced,Less than $40K,Blue,30,3,1,2,4408.0,1510,2898.0,0.73,4495,77,0.833,0.343,1
2257,715954158,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315,0
2258,815253708,46,F,2,High School,Divorced,Less than $40K,Blue,41,1,2,2,2841.0,1807,1034.0,0.573,4144,73,0.78,0.636,1
2259,779130108,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0,0
2260,711697158,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,1311,665.0,0.995,1498,43,0.536,0.663,1
2261,715857183,46,M,2,College,Single,$60K - $80K,Blue,36,3,3,2,4939.0,1296,3643.0,0.911,2150,43,0.87,0.262,1
2262,771693933,62,F,1,Graduate,Married,Less than $40K,Blue,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706,1
2263,822955008,63,M,1,Graduate,Single,$60K - $80K,Blue,56,3,3,2,9569.0,0,9569.0,0.94,2287,49,0.581,0.0,0
2264,787937058,58,M,0,Graduate,Married,$80K - $120K,Blue,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,1
2265,718813833,44,F,3,Uneducated,Single,Unknown,Blue,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,1
2266,717870108,46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912.0,1172,740.0,0.827,4841,81,0.884,0.613,1
2267,712554183,65,F,2,College,Single,$40K - $60K,Blue,54,4,3,2,3009.0,721,2288.0,0.68,4070,71,0.614,0.24,1
2268,714460683,65,M,0,High School,Married,Less than $40K,Blue,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,1
2269,718980633,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452.0,1151,5301.0,0.884,4835,84,0.714,0.178,1
2270,709745508,58,F,2,Unknown,Divorced,$40K - $60K,Blue,47,1,4,3,2295.0,0,2295.0,0.376,2140,40,0.429,0.0,0
2271,721279083,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,5376.0,1177,4199.0,0.939,1840,53,0.606,0.219,1
2272,714961383,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,965,473.3,0.544,4182,81,0.723,0.671,1
2273,720303933,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340.0,1282,2058.0,0.724,4526,82,0.547,0.384,1
2274,813764283,39,M,3,High School,Married,$80K - $120K,Blue,34,2,1,2,17978.0,1820,16158.0,0.85,15657,114,0.81,0.101,1
2275,712312908,47,F,4,Unknown,Unknown,Less than $40K,Blue,34,6,2,4,2424.0,0,2424.0,0.662,3890,66,0.65,0.0,1
2276,720725883,34,F,2,College,Single,Less than $40K,Blue,20,5,2,3,2715.0,1503,1212.0,0.704,4177,68,0.659,0.554,1
2277,714168183,48,F,2,Uneducated,Married,Unknown,Blue,38,1,3,3,2186.0,1017,1169.0,0.617,4629,77,0.791,0.465,1
2278,771403008,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,1,3,7215.0,0,7215.0,0.829,4409,75,0.974,0.0,1
2279,710850633,65,M,0,High School,Single,$40K - $60K,Blue,53,3,2,2,2507.0,1613,894.0,1.082,3325,67,0.675,0.643,1
2280,757256358,45,M,3,Graduate,Single,$60K - $80K,Blue,38,1,3,3,3243.0,1580,1663.0,1.075,15710,122,0.743,0.487,1
2281,716581983,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384.0,929,3455.0,0.678,4792,91,0.75,0.212,1
2282,717159858,27,M,1,High School,Single,$60K - $80K,Blue,18,5,2,2,2730.0,1351,1379.0,0.623,2319,61,0.743,0.495,1
2283,784895358,49,F,1,Graduate,Married,Less than $40K,Blue,43,5,3,3,1938.0,0,1938.0,0.612,2870,49,0.75,0.0,0
2284,779397183,42,F,2,Graduate,Single,Less than $40K,Blue,31,2,1,1,3659.0,0,3659.0,0.797,4068,61,0.694,0.0,1
2285,714171108,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,1
2286,787502883,60,F,1,Doctorate,Single,Unknown,Silver,48,1,2,1,34516.0,1542,32974.0,0.603,7443,98,0.556,0.045,1
2287,787536933,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,2,3,1724.0,0,1724.0,0.669,4768,80,0.86,0.0,1
2288,712630608,43,F,2,High School,Unknown,Unknown,Blue,35,3,3,4,6109.0,1549,4560.0,0.683,4430,69,0.865,0.254,1
2289,719431608,63,F,0,College,Married,$40K - $60K,Blue,53,6,1,4,3118.0,1528,1590.0,0.604,1291,24,0.6,0.49,1
2290,711780108,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3,2,4120.0,1578,2542.0,0.379,4792,81,0.588,0.383,1
2291,717007458,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457.0,1051,1406.0,0.982,3256,71,0.919,0.428,1
2292,708555633,32,F,1,High School,Single,Less than $40K,Blue,16,2,3,1,3548.0,2517,1031.0,0.818,15157,97,0.865,0.709,1
2293,719056833,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281.0,920,1361.0,0.576,3968,66,0.833,0.403,1
2294,789413958,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085,1
2295,771783333,49,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2,2,2173.0,0,2173.0,0.652,2379,57,0.781,0.0,0
2296,720667383,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086.0,2213,873.0,0.695,4684,81,0.8,0.717,1
2297,779905008,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.323,0.0,0
2298,714708183,58,M,2,High School,Single,$60K - $80K,Silver,49,4,3,3,30186.0,0,30186.0,0.606,4070,74,0.574,0.0,1
2299,712072908,48,M,4,College,Single,$80K - $120K,Blue,36,4,3,2,2852.0,736,2116.0,0.386,1382,40,0.29,0.258,1
2300,718927533,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487.0,2517,21970.0,0.912,1512,42,0.909,0.103,1
2301,716350008,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937.0,1633,1304.0,0.857,8235,102,0.522,0.556,1
2302,716692683,31,M,1,College,Single,$40K - $60K,Blue,22,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,1
2303,789326808,26,M,0,College,Single,$60K - $80K,Blue,15,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208,1
2304,792912708,45,M,5,Graduate,Married,$40K - $60K,Silver,39,3,1,5,15198.0,2098,13100.0,0.8,3183,64,0.73,0.138,1
2305,714511758,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,1
2306,714141108,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,1
2307,712656783,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136.0,2517,5619.0,0.674,2179,40,0.429,0.309,0
2308,720682308,59,F,0,Uneducated,Single,Unknown,Blue,46,5,1,4,5402.0,892,4510.0,0.782,4770,83,0.596,0.165,1
2309,720379533,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952.0,0,3952.0,0.809,2066,37,0.233,0.0,0
2310,714618333,39,F,2,Doctorate,Married,Unknown,Blue,36,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219,1
2311,719343633,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892.0,889,8003.0,0.67,4900,89,0.745,0.1,1
2312,711240108,41,M,2,Graduate,Married,$60K - $80K,Blue,31,3,2,2,13116.0,1225,11891.0,0.735,4800,61,0.605,0.093,1
2313,797643708,47,M,1,High School,Married,$120K +,Blue,41,3,1,4,27858.0,1314,26544.0,0.676,1772,53,0.559,0.047,1
2314,712392108,51,M,3,High School,Married,$60K - $80K,Blue,36,3,2,4,10305.0,691,9614.0,0.485,1451,25,0.667,0.067,1
2315,752666508,41,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,34516.0,1347,33169.0,0.801,1005,22,1.0,0.039,1
2316,715694433,51,M,1,Unknown,Single,$60K - $80K,Blue,22,2,3,3,4248.0,1177,3071.0,0.821,13958,116,0.785,0.277,1
2317,710641008,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685.0,0,8685.0,0.666,2473,56,0.6,0.0,1
2318,720147633,61,M,1,Unknown,Single,$40K - $60K,Blue,47,3,2,2,11915.0,1631,10284.0,0.748,1956,63,0.537,0.137,1
2319,708474333,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294.0,2517,9777.0,0.775,7906,87,0.611,0.205,1
2320,714022833,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977,58,0.487,0.0,0
2321,801056358,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287.0,1864,11423.0,0.603,3851,75,0.705,0.14,1
2322,826513233,54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796.0,2396,1400.0,0.569,2069,54,0.742,0.631,1
2323,718843608,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122,1
2324,720689583,50,F,3,High School,Married,$40K - $60K,Blue,40,1,3,3,3367.0,1747,1620.0,0.769,5657,91,0.517,0.519,1
2325,711557508,51,M,2,Graduate,Single,$60K - $80K,Blue,40,4,3,0,3532.0,764,2768.0,0.681,4066,74,0.574,0.216,1
